"key","code","name","behaviour","remark"
511,"8246","Neuroendocrine carcinoma, NOS","3","1"
512,"8246",Neuroendocrine carcinoma,"3","3"
513,"8247",Merkel cell carcinoma ,"3","1"
514,"8247",Merkel cell tumor ,"3","2"
515,"8247",Primary cutaneous neuroendocrine carcinoma ,"3","2"
516,"8248",Apudoma,"1","1"
517,"8249",Atypical carcinoid tumor,"3","1"
518,"8249",Atypical carcinoid,"3","3"
519,"8250",Pulmonary adenomatosis ,"1","1"
520,"8250","Bronchiolo-alveolar adenocarcinoma, NOS ","3","1"
521,"8250",Alveolar cell carcinoma ,"3","2"
522,"8250","Bronchilo-alveolar adenocarcinoma, NOS ","3","2"
523,"8250",Bronchiolar adenocarcinoma ,"3","2"
524,"8250",Bronchiolar carcinoma ,"3","2"
525,"8250",Bronchioloalveolar carcinoma,"3","3"
526,"8251",Alveolar adenoma ,"0","1"
527,"8251",Alveolar aenocarcinoma,"3","1"
528,"8251",Alveolar carcinoma,"3","2"
529,"8252","Bronchiolo-alveolar carcinoma, non-mucinous ","3","1"
530,"8252","Bronchiolo-alveolar carcinoma, Clara cell ","3","2"
531,"8252","Bronchiolo-alveolar carcinoma, type II pneumocyte","3","2"
532,"8252","Bronchioloalveolar carcinoma, non-mucinous","3","3"
533,"8253","Bronchiolo-alveolar carcinoma, mucinous ","3","1"
534,"8253","Bronchiolo-alveolar carcinoma, goblet cell type ","3","2"
535,"8254","Bronchiolo-alveolar carcinoma, mixed  mucinous and non-mucinous ","3","1"
536,"8254","Bronchiolo-alveolar carcinoma,  indeterminate type ","3","2"
537,"8254","Bronchiolo-alveolar carcinoma, Clara cell and goblet cell type ","3","2"
538,"8254","Bronchiolo-alveolar carcinoma, type II peneumocyte and goblet cell type ","3","2"
539,"8254","Bronchioloalveolar carcinoma, mixed non-mucinous and mucinous or indeterminate","3","3"
540,"8255",Adenocarcinoma with mixed subtypes,"3","1"
541,"8255",Adenocarcinoma combined with other types of carcinoma,"3","2"
542,"8255","Adenocarcinoma, mixed subtype","3","3"
543,"8260","Papillary adenoma, NOS","0","1"
544,"8260",Glandular papilloma,"0","2"
545,"8260",Aggressive papillary tumour,"1","3"
546,"8260","Papillary adenocarcinoma, NOS","3","1"
547,"8260",Papillary carcinoma of thyroid ,"3","2"
548,"8260",Papillary renal cell carcinoma ,"3","2"
549,"8260","Ductal adenocarcinoma, papillary","3","3"
550,"8260",Nasopharyngeal papillary adenocarcinoma,"3","4"
551,"8260",Papillary adenocarcinoma,"3","4"
552,"8260",Papillary carcinoma,"3","4"
553,"8260",Papillary renal cell carcinoma,"3","4"
554,"8261","Villous adenoma, NOS","0","1"
555,"8261",Villous papilloma,"0","2"
556,"8261",Villous ,"0","3"
557,"8261",Adenocarcinoma in situ in villous adenoma,"2","1"
558,"8261",Adenocarcinoma in  villous adenoma,"3","1"
559,"8262",Villous adenocarcinoma,"3","1"
560,"8262","Endometrioid adenocarcinoma, villoglandular variant","3","3"
561,"8262",Villoglandular adenocarcinoma,"3","4"
562,"8263","Tubulovillous adenoma, NOS","0","1"
563,"8263",Papillotubular adenoma,"0","2"
564,"8263",Villoglandular adenoma,"0","2"
565,"8263",Tubular papillary adenoma,"0","3"
566,"8263",Tubulopapillary adenoma,"0","4"
567,"8263",Tubulovillous,"0","4"
568,"8263",Tubulovillous adenoma,"0","4"
569,"8263",Adenocarcinoma in situ in tubulovillous adenoma,"2","1"
570,"8263",Adenocarcinoma in tubulovillous adenoma,"3","1"
571,"8263",Papillotubular adenocarcinoma,"3","2"
572,"8263",Tubulopapillary adenocarcinoma,"3","2"
573,"8264","Papillomatosis, glandular","0","1"
574,"8264",Biliary papillomatosis ,"0","2"
575,"8264",Papillomatosis (adenomatosis),"0","3"
576,"8270",Chromophobe adenoma ,"0","1"
577,"8270",Chromophobe carcinoma ,"3","1"
578,"8270",Chromophobe adenocarcinoma,"3","2"
579,"8271",Prolactinoma ,"0","1"
580,"8272","Pituitary adenoma, NOS ","0","1"
581,"8272",Ectopic pituitary adenoma,"0","3"
582,"8272",Atypical adenoma of pituitary,"0","3"
583,"8272",Typical adenoma of pituitary,"0","4"
584,"8272","Pituitary carcinoma, NOS ","3","1"
585,"8280",Acidophil adenoma ,"0","1"
586,"8280",Eosinophil adenoma ,"0","2"
587,"8280",Acidophil carcinoma,"3","1"
588,"8280",Acidophil adenocarcinoma ,"3","2"
589,"8280",Eosinophil adenocarcinoma ,"3","2"
590,"8280",Eosinophil carcinoma,"3","2"
591,"8281",Mixed acidophil-basophil adenoma ,"0","1"
592,"8281",Mixed acidophil-basophil carcinoma ,"0","1"
593,"8290",Oxyphilic adenoma,"0","1"
594,"8290","Follicular adenoma, oxyphilic cell ","0","2"
595,"8290",Hurthle cell adenoma ,"0","2"
596,"8290",Hurthle cell tumor,"0","2"
597,"8290",Oncocytic adenoma,"0","2"
598,"8290",Oncocytoma,"0","2"
599,"8290",Oncocytic papillary cystadenoma,"0","3"
600,"8290",Oxyphilic adenocarcinoma,"3","1"
601,"8290","Follicular carcinoma, oxyphilic cell ","3","2"
602,"8290",Hurthle cell adenocarcinoma ,"3","2"
603,"8290",Hurthle cell carcinoma ,"3","2"
604,"8290",Oncocytic adenocarcinoma,"3","2"
605,"8290",Oncocytic carcinoma,"3","2"
606,"8290","Adenocarcinoma, oncocytic","3","3"
607,"8290",Mucinous adenocarcinoma,"3","4"
608,"8290",Oncocytic carcinoma,"3","4"
609,"8300",Basophil adenoma ,"0","1"
610,"8300",Mucoid cell acenoma ,"0","2"
611,"8300",Basophil carcinoma ,"3","1"
612,"8300",Basophil adenocarcinoma ,"3","2"
613,"8300",Mucoid cell adenocarcinoma ,"3","2"
614,"8310",Clear cell adenoma,"0","1"
615,"8310",Clear cell cystadenoma,"0","3"
616,"8310",Clear cell cystic tumour  borderline malignancy,"1","3"
617,"8310","Clear cell adenocarcinoma, mesonephroid","3","2"
618,"8310","Clear cell adenocarcinoma, NOS","3","2"
619,"8310",Clear cell carcinoma,"3","2"
620,"8310","Adenocarcinoma,clear cell","3","3"
621,"8310","Clear cell carcinoma, not otherwise specified","3","4"
622,"8310",Clear cell renal cell carcinoma,"3","4"
623,"8310",Multilocular clear cell renal cell carcinoma,"3","4"
624,"8311",Hypernephoid tumor,"1","1"
625,"8312","Renal cell carcinoma, NOS ","3","1"
626,"8312",Grawitz tumor,"3","2"
627,"8312",Hypernephroma ,"3","2"
628,"8312",Renal cell adenocarcinoma ,"3","2"
629,"8312","Renal cell carcinoma, unclassified","3","3"
630,"8313",Clear cell adenofibroma ,"0","1"
631,"8313",Clear cell cystadenofibroma ,"0","2"
632,"8313",Clear cell adenofibroma and cystadenofibroma,"0","3"
633,"8313",Clear cell adenofibroma of borderline malignancy ,"1","1"
634,"8313",Clear cell cystadenofibroma of borderline malignancy ,"1","2"
635,"8313",Clear cell Adenofibroma and cystadenofibroma  borderline malignancy,"1","3"
636,"8313",Clear cell adenocarcinofibroma ,"3","1"
637,"8313",Clear cell cystadenocarcinofibroma ,"3","2"
638,"8313",Clear cell adenocarcinofibroma (malignant adenofibroma),"3","3"
639,"8314",Lipid-rich carcinoma ,"3","1"
640,"8315",Glycogen-rich carcinoma,"3","1"
641,"8315",Glycogen-rich clear cell carcinoma,"3","3"
642,"8316",Cyst-associated renal cell carcinoma ,"3","1"
643,"8317","Renal cell carcinoma, chromophobe type ","3","1"
644,"8317",Chromophobe cell renal carcinoma ,"3","2"
645,"8318","Renal cell carcinoma, sarcomatoid ","3","1"
646,"8318","Renal cell carcinoma, spindle cell ","3","2"
647,"8319",Coilecting duct carcinoma,"3","1"
648,"8319",Bellini duct carcinoma ,"3","2"
649,"8319","Renal carcinoma, collecting duct type ","3","2"
650,"8319",Carcinoma of the collecting ducts of Bellini,"3","3"
651,"8319",Renal medullary carcinoma,"3","3"
652,"8320",Granular cell carcinoma ,"3","1"
653,"8320",Granular cell adenocarcinoma,"3","2"
654,"8321",Chief cell adenoma ,"0","1"
655,"8322",Water-clear cell adenoma ,"0","1"
656,"8322",Water-clear cell carcinoma ,"3","1"
657,"8322",Water-clear cell carcinoma ,"3","2"
658,"8323",Mixed cell adenoma,"0","1"
659,"8323",Benign mixed epithelial tumor,"0","3"
660,"8323",Borderline mixed epithelial tumor,"1","3"
661,"8323",Malignant mixed epithelial tumor,"3","3"
662,"8323",Mixed cell adenocarcinoma,"3","4"
663,"8324",Lipoadenoma,"0","1"
664,"8324",Adenolipoma,"0","2"
665,"8325",Metanephric adenoma ,"0","1"
666,"8330",Follicular adenoma ,"0","1"
667,"8330",Atypical follicular adenoma ,"1","1"
668,"8330","Follicular adenocarcinoma, NOS ","3","1"
669,"8330","Follicular carcinoma, NOS ","3","2"
670,"8331","Follicular adenocarcinoma, well differentiated ","3","1"
671,"8331","Follicular carcinoma, well differentiated ","3","1"
672,"8332","Follicular adenocarcinoma, trabecular ","3","1"
673,"8332","Follicular adenocarcinoma, moderately differentiated ","3","2"
674,"8332","Follicular carcinoma, moderately differentiated","3","2"
675,"8332","Follicular carcinoma, trabecular ","3","2"
676,"8333","Microfollicular adenoma, NOS","0","1"
677,"8333",Fetal adenoma ,"0","2"
678,"8333",Feral adenocarcinoma,"3","1"
679,"8334",Macrofollicular adenoma ,"0","1"
680,"8334",Colloid adenoma (C73.9),"0","2"
681,"8335","Follicular carcinoma, encapsulated ","3","1"
682,"8335","Follicular carcinoma, minimally invasive","3","1"
683,"8336",Hyalinizing trabecular adenoma ,"0","1"
684,"8336",Hyalinizing trabecular tumour,"0","3"
685,"8337",Insular carcinoma ,"3","1"
686,"8340","Papillary carcinoma, follicular variant ","3","1"
687,"8340","Papillary adenocarcinom, follicular variant ","3","2"
688,"8340",Papillary and follicular adenocarcinoma ,"3","2"
689,"8340",Papillary and follicular carcinoma ,"3","2"
690,"8341",Papillary microcarcinoma ,"3","1"
691,"8342","Papillary carcinoma, oxyphilic cell","3","1"
692,"8343","Papillary carcinoma, encapsulate ","3","1"
693,"8344","Papillary carcinoma, columnar cell ","3","1"
694,"8344","Papillary carcinoma, tall cell ","3","2"
695,"8345",Medullary carcinoma with amyloid stroma ,"3","1"
696,"8345",C cell carcinoma,"3","2"
697,"8345",Parafollicular cell carcinoma,"3","2"
698,"8345",Medullary carcinoma of thyroid,"3","3"
699,"8346",Mixed medullary-follicular carcinoma ,"3","1"
700,"8347",Mixed medullary-papillary carcinoma ,"3","1"
701,"8350",Nonencapsulated sclerosing carcinoma,"3","1"
702,"8350",Nonencapsualted sclerosing adenocarcinoma,"3","2"
703,"8350",Nonencapsulated sclerosing tumor ,"3","2"
704,"8350","Papillary carcinoma, diffuse sclerosing","3","2"
705,"8360",Multiple endocrine adenomas,"1","1"
706,"8360",Endocrine adenomatosis,"1","2"
707,"8361",Juxtaglomerular tumor ,"0","1"
708,"8361",Reninoma ,"0","2"
709,"8370","Adrenal cortical adenoma, NOS ","0","1"
710,"8370","Adrenal cortical tumor, benign ","0","2"
711,"8370","Adrenal cortical tumor, NOS ","0","2"
712,"8370",Adrenal cortical adenoma,"0","3"
713,"8370",Adrenal cortical carcinoma,"3","1"
714,"8370",Adrenal cortical adenocarcinoma ,"3","2"
715,"8370","Adrenal cortical tumor, malignant ","3","2"
716,"8371","Adrenal cortical adenoma, compact cell ","0","1"
717,"8372","Adrenal cortical adenoma, pigmented ","0","1"
718,"8372",Black adenoma ,"0","2"
719,"8372",Pigmented adenoma ,"0","2"
720,"8373","Adrenal cortical adenoma, clear cell ","0","1"
721,"8374","Adrenal cortical adenoma, glomerulosa cell ","0","1"
722,"8375","Adrenal cortical adenoma, mixed cell ","0","1"
723,"8380","Endometrioid adenoma, NOS","0","1"
724,"8380","Endometrioid cystadenoma, NOS","0","2"
725,"8380","Endometrioid adenoma, borderline malignancy ","1","1"
726,"8380",Atypical proliferative endometrioid tumor,"1","2"
727,"8380","Endometrioid cystadenoma, borderline malignancy ","1","2"
728,"8380",Endometrioid tumor of low malignant potential,"1","2"
729,"8380",Endometrioid borderline tumor,"1","3"
730,"8380","Endometrioid cystic tumor, borderline malignancy","1","4"
731,"8380","Endometrioid adenocarcinoma, NOS","3","1"
732,"8380","Endometrioid carcinoma, NOS","3","2"
733,"8380",Endometrioid cystadenocarcinoma,"3","2"
734,"8381",Endometrioid adenofibroma and cystadenofibroma,"0","3"
735,"8381","Endometrioid adenofibroma, borderline malignancy","1","1"
736,"8381","Endometrioid cystadenofibroma, borderline malignancy","1","1"
737,"8381","Endometrioid adenofibroma and cystadenofibroma, borderline malignancy","1","3"
738,"8381","Endometrioid adenofibroma, malignant","3","1"
739,"8381","Endometrioid cystadenofibroma, malignant","3","2"
740,"8381",Endometrioid adenocarcinofibroma (malignant adenofibroma),"3","3"
741,"8382","Endometrioid adenocarcinoma, ciliated cell variant","3","1"
742,"8382","Endometrioid adenocarcinoma, secretory variant","3","3"
743,"8383","Endometrioid adenocarcinoma, ciliated cell variant","3","1"
744,"8384","Adenocarcinoma, endocervical type","3","1"
745,"8390",Skin appendage adenoma ,"0","1"
746,"8390","Adnexal tumor, benign ","0","2"
747,"8390","Skin appendage tumor, benign ","0","2"
748,"8390",Skin appendage carcinoma,"3","1"
749,"8390",Adnexal carcinoma ,"3","2"
750,"8390",Basal cell carcinoma with adnexal differentiation,"3","3"
751,"8391",Follicular fibroma,"0","1"
752,"8391",Fibrofolliculoma ,"0","2"
753,"8391",Perifollicular fibroma ,"0","2"
754,"8391",Trichodiscoma,"0","2"
755,"8392",Syringofibroadenoma ,"0","1"
756,"8400",Sweat gland adenoma ,"0","1"
757,"8400","Hidradenoma, NOS ","0","2"
758,"8400","Sweat gland tumor, benign ","0","2"
759,"8400","Syringadenoma, NOS ","0","2"
760,"8400","Sweat gland tumor, NOS","1","1"
761,"8400",Sweat gland adenocarcinoma ,"3","1"
762,"8400",Sweat gland carcinoma ,"3","2"
763,"8400","Sweat gland tumor, malignant","3","2"
764,"8400",Hidradenocarcinoma,"3","3"
765,"8400",Malignant sweat gland tumours,"3","3"
766,"8401",Apocrine adenoma,"0","1"
767,"8401",Apocrine cystadenoma,"0","2"
768,"8401",Apocrine carcinoma,"3","3"
769,"8402",Nodular hidradenoma ,"0","1"
770,"8402",Clear cell hidradenoma ,"0","2"
771,"8402",Eccrine acrospiroma ,"0","2"
772,"8402",Hidradenoma,"0","3"
773,"8402","Nodular hidradenoma, malignant ","3","1"
774,"8402",Hidradenocarcinoma ,"3","2"
775,"8403",Eccrine spiradenoma ,"0","1"
776,"8403",Spiradenoma ,"0","2"
777,"8403",Malignant eccrine spiradenoma ,"3","1"
778,"8403",Spiradenocarcinoma,"3","3"
779,"8404",Hidrocystoma ,"0","1"
780,"8404",Eccrine cystadenoma ,"0","2"
781,"8405",Papillary hidradenoma,"0","1"
782,"8405",Hidradenoma papilliferum,"0","2"
783,"8406",Papillary syringadenoma ,"0","1"
784,"8406",Papillary syringocystadenoma,"0","2"
785,"8406",Syringocystadenoma papilliferum,"0","2"
786,"8406",Sialadenoma papilliferum,"0","3"
787,"8407","Syringoma, NOS ","0","1"
788,"8407",Syringomatous adenoma,"0","3"
789,"8407",Sclerosing sweat duct carcinoma ,"3","1"
790,"8407",Microcystic adnexal carcinoma ,"3","2"
791,"8407",Syringomatous carcinoma,"3","2"
792,"8407",Microcystic adnexal carcinoma,"3","3"
793,"8408",Eccrine papillary adenoma,"0","1"
794,"8408",Aggressive digital papillary adenoma ,"1","1"
795,"8408",Eccrine papillary adenocarcinoma ,"3","1"
796,"8408",Digital papillary adenocarcinoma,"3","2"
797,"8408",Digital papillary carcinoma,"3","3"
798,"8409",Eccrine poroma ,"0","1"
799,"8409",Poroma,"0","3"
800,"8409","Eccrine poroma, malignant","3","1"
801,"8409",Porocarcinoma ,"3","2"
802,"8410",Sebaceous adenoma ,"0","1"
803,"8410",Sebaceous epithelioma ,"0","2"
804,"8410",Cystic sebaceous tumor,"0","3"
805,"8410",Sebaceous adenoma,"0","3"
806,"8410",Sebaceoma,"0","4"
807,"8410",Sebaceous adenocarcinoma ,"3","1"
808,"8410",Sebaceous carcinoma ,"3","2"
809,"8413",Eccrine adenocarcinoma ,"3","1"
810,"8420",Ceruminous adenoma ,"0","1"
811,"8420",Adenoma of ceruminous gland,"0","3"
812,"8420",Ceruminous adenocarcinoma ,"3","1"
813,"8420",Ceruminous carcinoma ,"3","2"
814,"8420",Adenocarcinoma of ceruminous gland,"3","3"
815,"8430",Mucoepidermoid tumor ,"1","1"
816,"8430",Mucoepidermoid carcinoma ,"3","1"
817,"8430",Sclerosing mucoepidermoid carcinoma with eosinophilia,"3","3"
818,"8440","Cystadenoma, NOS","0","1"
819,"8440","Cystoma, NOS","0","2"
820,"8440","Cystadenocarcinoma, NOS","3","1"
821,"8440",Cystadenocarcinoma,"3","3"
822,"8441","Serous cystadenoma, NOS","0","1"
823,"8441",Serous cystoma,"0","2"
824,"8441",Serous microcystic adenoma,"0","2"
825,"8441","Serous cystadenocarcinoma, NOS ","3","1"
826,"8441","Serous adenocarcinoma, NOS","3","2"
827,"8441","Serous carcinoma, NOS","3","2"
828,"8441",Serous cystadenocarcinoma,"3","3"
829,"8441",Serous adenocarcinoma,"3","3"
830,"8442","Serous cystadenoma, borderline malignancy ","1","1"
831,"8442",Atypical proliferating serous tumor ,"1","2"
832,"8442","Serous tumor, NOS, of low malignant potential ","1","2"
833,"8442",Borderline serous tumor ( of low malignant potential),"1","3"
834,"8442",Serous borderline tumor,"1","4"
835,"8442",Serous tumor of borderline malignancy,"1","4"
836,"8443",Clear cell cystadenoma ,"0","1"
837,"8444",Clear cell cystic tuomr of borderline malignancy ,"1","1"
838,"8444",Atypical proliferating clear cell tumor ,"1","2"
839,"8450","Papillary cystadenoma, NOS ","0","1"
840,"8450","Papillary cystadenocarcinoma, NOS ","3","1"
841,"8450",Papillocystic adenocarcinoma,"3","2"
842,"8451","Papillary cystadenoma, borderline malignancy ","1","1"
843,"8452",Solid pseudopapillary tumor ,"1","1"
844,"8452",Papillary cystic tumor ,"1","2"
845,"8452",Solid and cystic tumor ,"1","2"
846,"8452",Solid and papillary epithelial neoplasm ,"1","2"
847,"8452",Solid-pseudopapillary neoplasm,"1","3"
848,"8452",Solid pseudopapillary carcinoma,"3","1"
849,"8453",Intraductal papillary-mucinous adenoma ,"0","1"
850,"8453",Intraductal papillary-mucinous tumor with moderate dysplasia ,"1","1"
851,"8453",Intraductal papillary-mucinous neoplasm with moderate dysplasia,"1","3"
852,"8453","Intraductal papillary-mucinous carcinoma, non-invasive ","2","1"
853,"8453","Intraductal papillary-mucinous carcinoma, invasive ","3","1"
854,"8453",Intraductal papillary-mucinous carcinoma,"3","3"
855,"8453",Papillary-mucinous carcinoma of pancreas,"3","4"
856,"8454",Cystic tumor of atrio-ventricular node ,"0","1"
857,"8460","Papillary serous cystadenoma, NOS ","0","1"
858,"8460",Papillary serous cystadenocarcinoma ,"3","1"
859,"8460",Micropapillary serous carcinoma,"3","2"
860,"8460",Papillary serous cystadenocarcinoma ,"3","2"
861,"8461",Serous surface papilloma ,"0","1"
862,"8461",Serous surface papillary carcinoma,"3","1"
863,"8461",Primary serous papillary carcinoma of peritoneum ,"3","2"
864,"8461",Primary peritoneal serous adenocarcinoma,"3","3"
865,"8461",Surface papillary serous adenocarcinoma,"3","3"
866,"8462",Serous papillary cystic tumor of borderline malignancy ,"1","1"
867,"8462",Atypical proliferative papillary serous tumor ,"1","2"
868,"8462","Papillary serous cystadenoma, borderline malignancy","1","2"
869,"8462",Papillary serous tumor of low malignant potential ,"1","2"
870,"8462",Papillary serous cystic tumor of borderline malignancy,"1","3"
871,"8463",Serous surface papillary tumor of borderline malignancy ,"1","1"
872,"8463",Surface papillary serous tumor of borderline malignancy,"1","3"
873,"8470","Mucinous cystadenoma, NOS ","0","1"
874,"8470",Mucinous cystoma ,"0","2"
875,"8470","Pseudomucinous cystadenoma, NOS  ","0","2"
876,"8470",Mucinous cystic tumor with moderate dysplasia ,"1","1"
877,"8470",Mucinous cystic neoplasm with moderate dysplasia,"1","3"
878,"8470","Mucinous cystadenocarcinoma, non-invasive ","2","1"
879,"8470","Mucinous cystadenocarcinoma, NOS ","3","1"
880,"8470",Pseudomucinous adenocarcinoma,"3","2"
881,"8470","Pseudomucinous cystadenocarcinoma, NOS ","3","2"
882,"8470",Mucinous cystadenocarcinoma,"3","3"
883,"8470","Mucinous cystadenocarcinoma, invasive","3","4"
884,"8471","Papillary mucinous cystadenoma, NOS ","0","1"
885,"8471","Papillary pseudomucinous cystadenoma, NOS ","0","2"
886,"8471",Papillary mucinous cystadenocarcinoma ,"3","1"
887,"8471",Papillary pseudomucinous cystadenocarcinoma ,"3","2"
888,"8472",Mucinous cystic tumor of borderline malignancy ,"1","1"
889,"8472",Atypical proliferative mucinous tumor ,"1","2"
890,"8472","Mucinous cystadenoma, bourderline malignancy ","1","2"
891,"8472","Mucinous tumor, NOS, of low malignant potential ","1","2"
892,"8472",Borderline mucinous tumor,"1","3"
893,"8472",Mucinous borderline tumor,"1","4"
894,"8473","Papillary mucinous cystadenoma, borderline malignancy","1","1"
895,"8473",Papillary mucinous tumor of low malignant potential,"1","2"
896,"8473","Papillary pseudomucinous cystadenoma, borderline malignancy","1","2"
897,"8480",Mucinous adenoma,"0","1"
898,"8480",Mucinous adenocarcinoma,"3","1"
899,"8480",Colloid adenocarcinoma,"3","2"
900,"8480",Colloid carcinoma,"3","2"
901,"8480",Gelatinous adenocarcinoma ,"3","2"
902,"8480",Gelatinous carcinoma ,"3","2"
903,"8480",Mucinous carcinoma,"3","2"
904,"8480",Mucoid adenocarcinoma,"3","2"
905,"8480",Mucoid carcinoma,"3","2"
906,"8480",Mucous adenocarcinoma,"3","2"
907,"8480",Mucous carcinoma,"3","2"
908,"8480",Pseudomyxoma peritonei with unknown primary site,"3","2"
909,"8480",Cystadenocarcinoma and columnar cell mucinous carcinoma,"3","4"
910,"8480",Mucinous (colloid) carcinoma,"3","4"
911,"8480","Mucinous adenocarcinoma, minimal deviation","3","4"
912,"8480",Mucinous cystic tumor with pseudomyxoma peritonei,"3","4"
913,"8480",Mucinous noncystic carcinoma,"3","4"
914,"8481",Mucin-producing adenocarcinoma,"3","1"
915,"8481",Mucin-producing carcinoma,"3","2"
916,"8481",Mucin-secreting adenocarcinoma,"3","2"
917,"8481",Mucin-secreting carcinoma,"3","2"
918,"8482","Mucinous adenocarcinoma, endocervical type","3","1"
919,"8482",Endoecrvical adenocarcinoma,"3","3"
920,"8490",Metastatic signet ring cell carcinoma,"3","1"
921,"8490",Signet ring cell carcinoma,"3","1"
922,"8490",Krukenberg tumor,"3","2"
923,"8490",Signet ring cell adenocarcinoma,"3","2"
924,"8490","Adenocarcinoma, signet ring ","3","3"
925,"8490","Adenocarcinoma, signet-ring cell","3","4"
926,"8490",Signet ring adenocarcinoma,"3","4"
927,"8490",Signet ring cell carcinoma,"3","4"
928,"8490",Signet-ring cell adenocarcinoma,"3","4"
929,"8490",Signet-ring cell cacinoma,"3","4"
930,"8500","Intraductal carcinoma, noninfiltrating, NOS","2","1"
931,"8500","DCIS, NOS ","2","2"
932,"8500",DIN 3 ,"2","2"
933,"8500",Ductal carcinoma in situ NOS,"2","2"
934,"8500",Ductal intraepithelial neoplasia 3  ,"2","2"
935,"8500","Intraductal adenocarcinoma, noninfiltrating, NOS","2","2"
936,"8500","Intraductal carcinom, NOS","2","2"
937,"8500",Carcinoma in situ,"2","3"
938,"8500","Infiltrating duct carcinoma, NOS ","3","1"
939,"8500","Duct adenocarcinoma, NOS","3","2"
940,"8500","Duct carcinoma, NOS","3","2"
941,"8500",Duct cell carcinoma,"3","2"
942,"8500","Ductal carcinoma, NOS","3","2"
943,"8500",Infiltrating duct adenocarcinoma ,"3","2"
944,"8500",Adenocarcinoma of mammary gland type,"3","3"
945,"8500",Ductal adenocarcinoma,"3","4"
946,"8500",Invasive carcinoma,"3","4"
947,"8500",Oncocytic carcinoma,"3","4"
948,"8500",Salivary gland duct carcinoma,"3","4"
949,"8501","Comedocarcinoma, noninfiltrating","2","1"
950,"8501","DCIS, comedo type","2","2"
951,"8501","Ductal carcinoma in situ, comedo type ","2","2"
952,"8501","Comedoucarcinoma, NOS","3","1"
953,"8502",Secretory carcinoma of breast ,"3","1"
954,"8502",Juvenile carcinoma of breast ,"3","2"
955,"8503",Intraductal papilloma,"0","1"
956,"8503","Duct adenoma, NOS","0","2"
957,"8503",Ductal papilloma,"0","2"
958,"8503",Central papilloma,"0","3"
959,"8503",Duct papilloma,"0","4"
960,"8503",Ductal adenoma,"0","4"
961,"8503",Intraductal papilloma,"0","4"
962,"8503",Inverted ductal papilloma,"0","4"
963,"8503",Peripheral papilloma,"0","4"
964,"8503",Noninfiltrating intraductal papillary adenocarcinoma ,"2","1"
965,"8503","DCIS, papillary ","2","2"
966,"8503","Ductal carcinoma in situ, papillary ","2","2"
967,"8503","Intraductal papillary adenocarcinoma, NOS ","2","2"
968,"8503","Intraductal papillary carcinoma, NOS ","2","2"
969,"8503",Noninfiltrating intraductal papillary carcinoma ,"2","2"
970,"8503",Intraductal papillary carcinoma,"2","3"
971,"8503",Intraductal paillary adenocarcinoma with invasion ,"3","1"
972,"8503",Infiltrating and papillary adenocarcinoma,"3","2"
973,"8503",Infiltrating papillary adenocarcinoma,"3","2"
974,"8503",Invasive papillary carcinoma,"3","3"
975,"8504",Intracystic papillary adenoma,"0","1"
976,"8504",Intracystic papilloma,"0","2"
977,"8504",Noninfiltrating intracystic carcinoma,"2","1"
978,"8504",Intracystic papillary carcinoma,"2","3"
979,"8504","Intracystic carcinoma, NOS","3","1"
980,"8504",Intracystic papillakry adenocarcinoma,"3","2"
981,"8505","Intraductal papillomatosis, NOS","0","1"
982,"8505",Diffuse intraductal papillomatosis,"0","2"
983,"8506",Adenoma of nipple ,"0","1"
984,"8506",Subareolar duct papillomatosis ,"0","2"
985,"8506",Nipple adenoma,"0","3"
986,"8507",Intraductal micropapillary carcinoma ,"2","1"
987,"8507","Ductal carcinoma in situ, micropapillary ","2","2"
988,"8507","Intraductal carcinoma, clinging ","2","2"
989,"8507",Invasive micropapillary carcinoma,"3","3"
990,"8508",Cystic hypersecretory carcinoma ,"3","1"
991,"8510","Medullary carcinoma, NOS","3","1"
992,"8510",Medullary adenocarcinoma,"3","2"
993,"8512",Medullary carcinoma with lymphoid stroma,"3","1"
994,"8513",Atypical medullary carcinoma ,"3","1"
995,"8514","Duct carcinoma, desmoplastic type","3","1"
996,"8520","Lobular carcinoma in situ, NOS ","2","1"
997,"8520","LCIS, NOS ","2","2"
998,"8520","Lobular carcinoma, noninfiltrating","2","2"
999,"8520","Lobular carcinoma, NOS ","3","1"
1000,"8520",Infiltrating lobular carcinoma NOS ,"3","2"
1001,"8520",Lobular adenocarcinoma ,"3","2"
1002,"8520",Invasive lobular carcinoma,"3","3"
1003,"8521",Infiltrating ductular carcinoma ,"3","1"
1004,"8522",Intraductal carcinoma and lobular carcinoma in situ ,"2","1"
1005,"8522",Infiltrating duct and lobular carcinoma ,"3","1"
1006,"8522",Infiltrating duct and lobular carcinoma in situ ,"3","2"
1007,"8522",Infiltrating lobular carcinoma and ductal carcinoma in situ ,"3","2"
1008,"8522",Intraductal and lobular carcinoma ,"3","2"
1009,"8522",Lobular and ductal carcinoma ,"3","2"
1010,"8523",Infiltrating duct mixed with other types of carcinoma ,"3","1"
1011,"8523",Infiltrating duct and colloid carcinoma ,"3","2"
1012,"8523",Infiltrating duct and cribriform carcinoma ,"3","2"
1013,"8523",Infiltrating duct and mucinous carcinoma ,"3","2"
1014,"8523",Infiltrating duct and tubular carcinoma ,"3","2"
1015,"8524",Infiltrating lobular mixed with other types of carcinoma ,"3","1"
1016,"8525",Polymorphous low grade adenocarcinoma,"3","1"
